URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-group-characteristic-kind-code-system,0.3.0,draft,,EclaireGroupCharacteristicKindCS,Codes pour le type de caractéristique du groupe,"Codes pour le type de caractéristique du groupe de l'étude",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-reglementation-precision-code-system,0.3.0,draft,,EclaireReglementationPrecisionCS,Précision sur la réglementation concernant l'essai,"Précision sur la réglementation concernant l'essai",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-regulation-code-code-system,0.3.0,draft,,EclaireRegulationCodeCS,Code de régulation de l'essai,"Code de régulation de l'essai",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-status-recruitment-code-system,0.3.0,draft,,EclaireStatusRecruitmentCS,Statut de recrutement,"Les différents statuts de recrutement pour les essais cliniques",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-party-organization-type-code-system,0.3.0,draft,,EclaireStudyPartyOrganizationTypeCS,Définition des différents types d'organisation des parties prenantes inspiré de http://hl7.org/fhir/research-study-party-organization-type,"Différents rôles des parties impliqués dans l'essai",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-party-role-code-system,0.3.0,draft,,EclaireStudyPartyRoleCS,Définition des rôles des parties prenantes inspiré de http://hl7.org/fhir/research-study-party-role,"Différents rôles des parties impliqué dans l'essai",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-phase-code-system,0.3.0,draft,,EclaireStudyPhaseCS,Définition des type de phase de l'essai cliniques incluant https://hl7.org/fhir/R4/valueset-research-study-phase.html,"type de phase de l'essai clinique",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-phase-source-code-system,0.3.0,draft,,EclaireStudyPhaseSourceCS,Définition des phase de l'essai utilisés dans la base de données ECLAIRE,"Définition des phases de l'essai utilisées dans la base de données ECLAIRE",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-population-code-system,0.3.0,draft,,EclaireStudyPopulationCS,Codes pour caractériser la population de l'étude,"Codes pour caractériser la population ciblée par l'étude",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-status-code-system,0.3.0,draft,,EclaireStudyStatusCS,Définition des statuts de l'essai utilisés dans la base de données ECLAIRE,"Statut de l'essai clinique utilisé dans la base de données ECLAIRE",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-study-title-type-code-system,0.3.0,draft,,EclaireStudyTitleTypeCS,Définition des types de titre pour l'essai,"Définition des types de titre pour l'essai (Code System inspiré de R5 : https://hl7.org/fhir/codesystem-title-type.html)",
https://interop.esante.gouv.fr/ig/fhir/eclaire/CodeSystem/eclaire-type-contact-code-system,0.3.0,draft,,EclaireTypeContactCS,Type de contact,"Type de contact pour les essais cliniques",
