URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-category-vs,0.3.0,draft,,EclaireCategoryVS,Value Set type pour spécifier la catégorie l'essai clinique,"Value Set pour spécifier la catégorie de l'essai clinique et préciser la réglementation ou le code regulation renseigner dans les bases de registre comme CTIS et EUDAMED.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-group-characteristic-kind-vs,0.3.0,draft,,EclaireGroupCharacteristicKindVS,Type de caractéristique Value Set,"Value Set du type de caractéristique pour le groupe de la population.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-reglementation-precision-vs,0.3.0,draft,,EclaireReglementationPrecisionVS,Précision sur la réglementation concernant l'essai Value Set,"Précision sur la réglementation concernant l'essai Value Set.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-regulation-code-vs,0.3.0,draft,,EclaireRegulationCodeVS,Code de régulation Value Set,"Code de régulation Value Set.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-outcome-type-vs,0.3.0,draft,,EclaireStudyOutcomeTypeVS,Type de conséquence Value Set,"Type de conséquence Value Set",,"THO"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-party-organization-type-vs,0.3.0,draft,,EclaireStudyPartyOrganizationTypeVS,Value Set Eclaire pour les types de parties,"Value Set Eclaire pour les types de parties impliqués dans l'essai.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-party-role-vs,0.3.0,draft,,EclaireStudyPartyRoleVS,Value Set Eclaire pour les différents rôles des parties impliqués dans l'essai,"Value Set Eclaire pour les différents rôles des parties impliqués dans l'essai cliniques (sponsor, collaborateur, etc).",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-phase-source-vs,0.3.0,draft,,EclaireStudyPhaseSourceVS,Value Set de la phase de l'essai tel que définie dans la base ECLAIRE,"Value Set de la phase de l'essai clinique tel qu'il est défini dans la base ECLAIRE",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-phase-vs,0.3.0,draft,,EclaireStudyPhaseVS,Value Set type de phase de l'essai clinique,"Value Set type de phase Eclaire de l'essai clinique.",,"Internal,THO"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-population-vs,0.3.0,draft,,EclaireStudyPopulationVS,Caractérisation de la population Value Set,"Caractérisation de la population Value Set.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-status-vs,0.3.0,draft,,EclaireStudyStatusVS,Value Set Statut Eclaire de l'essai,"Value Set Statut Eclaire de l'essai clinique.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-study-title-type-vs,0.3.0,draft,,EclaireStudyTitleTypetVS,Type de titre Value Set,"Type de titre pour les essais cliniques Value Set (inspiré du Value Set de R5 : https://hl7.org/fhir/valueset-title-type.html)",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/eclaire/ValueSet/eclaire-type-contact-vs,0.3.0,draft,,EclaireTypeContactVS,Type Contact Value Set,"Type de contact pour les essais cliniques Value Set.",,"Internal"
